<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.12.01	12:00:00	0.66308	0.66313	0.66072	0.66109	6120	0	0
2023.12.01	16:00:00	0.66109	0.66730	0.66098	0.66715	14286	0	0
2023.12.01	20:00:00	0.66714	0.66754	0.66657	0.66750	5221	0	0
2023.12.04	00:00:00	0.66627	0.66898	0.66627	0.66759	6379	0	3
2023.12.04	04:00:00	0.66760	0.66796	0.66525	0.66569	5151	0	1
2023.12.04	08:00:00	0.66568	0.66636	0.66345	0.66522	6775	0	1
2023.12.04	12:00:00	0.66520	0.66566	0.66413	0.66453	6661	0	0
2023.12.04	16:00:00	0.66453	0.66460	0.66093	0.66203	10925	0	0
2023.12.04	20:00:00	0.66204	0.66213	0.66047	0.66183	3357	0	0
2023.12.05	00:00:00	0.66178	0.66216	0.66064	0.66114	5309	0	0
2023.12.05	04:00:00	0.66113	0.66137	0.65716	0.65831	6174	0	1
2023.12.05	08:00:00	0.65832	0.65852	0.65693	0.65765	8314	0	0
2023.12.05	12:00:00	0.65766	0.65795	0.65566	0.65592	7822	0	0
2023.12.05	16:00:00	0.65593	0.65794	0.65441	0.65574	13501	0	0
2023.12.05	20:00:00	0.65576	0.65597	0.65501	0.65504	4100	0	0
2023.12.06	00:00:00	0.65443	0.65888	0.65406	0.65872	5091	0	2
2023.12.06	04:00:00	0.65873	0.65970	0.65759	0.65885	4728	0	1
2023.12.06	08:00:00	0.65884	0.65961	0.65707	0.65735	6763	0	1
2023.12.06	12:00:00	0.65737	0.65871	0.65646	0.65859	6776	0	0
2023.12.06	16:00:00	0.65861	0.65911	0.65601	0.65607	9063	0	0
2023.12.06	20:00:00	0.65604	0.65663	0.65471	0.65472	3274	0	0
2023.12.07	00:00:00	0.65464	0.65584	0.65458	0.65503	4287	0	0
2023.12.07	04:00:00	0.65503	0.65526	0.65254	0.65343	5387	0	2
2023.12.07	08:00:00	0.65345	0.65718	0.65327	0.65705	8457	0	1
2023.12.07	12:00:00	0.65714	0.65904	0.65553	0.65834	8324	0	0
2023.12.07	16:00:00	0.65837	0.66195	0.65673	0.66086	12546	0	0
2023.12.07	20:00:00	0.66087	0.66099	0.65951	0.65951	4618	0	0
2023.12.08	00:00:00	0.65930	0.66096	0.65913	0.66049	5546	0	2
2023.12.08	04:00:00	0.66050	0.66195	0.66010	0.66133	5221	0	2
2023.12.08	08:00:00	0.66131	0.66165	0.66014	0.66066	7615	0	1
2023.12.08	12:00:00	0.66065	0.66140	0.65660	0.65869	8808	0	0
2023.12.08	16:00:00	0.65871	0.66016	0.65581	0.65756	13525	0	0
2023.12.08	20:00:00	0.65755	0.65820	0.65725	0.65725	4114	0	0
2023.12.11	00:00:00	0.65665	0.65826	0.65549	0.65565	5352	0	3
2023.12.11	04:00:00	0.65565	0.65627	0.65512	0.65594	3742	0	1
2023.12.11	08:00:00	0.65594	0.65673	0.65516	0.65571	7052	0	0
2023.12.11	12:00:00	0.65572	0.65666	0.65499	0.65617	5629	0	0
2023.12.11	16:00:00	0.65621	0.65688	0.65553	0.65570	8255	0	0
2023.12.11	20:00:00	0.65570	0.65717	0.65551	0.65675	3881	0	0
2023.12.12	00:00:00	0.65675	0.65813	0.65557	0.65759	4205	0	3
2023.12.12	04:00:00	0.65759	0.65977	0.65751	0.65964	3404	0	0
2023.12.12	08:00:00	0.65964	0.65997	0.65819	0.65918	5033	0	0
2023.12.12	12:00:00	0.65918	0.66121	0.65569	0.65593	7275	0	0
2023.12.12	16:00:00	0.65592	0.65742	0.65397	0.65498	9028	0	0
2023.12.12	20:00:00	0.65497	0.65619	0.65489	0.65582	3546	0	0
2023.12.13	00:00:00	0.65567	0.65671	0.65413	0.65642	3372	0	0
2023.12.13	04:00:00	0.65642	0.65647	0.65484	0.65577	3494	0	1
2023.12.13	08:00:00	0.65576	0.65601	0.65416	0.65550	5550	0	0
2023.12.13	12:00:00	0.65548	0.65761	0.65511	0.65752	5184	0	0
2023.12.13	16:00:00	0.65751	0.65849	0.65674	0.65761	6703	0	0
2023.12.13	20:00:00	0.65761	0.66730	0.65661	0.66600	13131	0	0
2023.12.14	00:00:00	0.66581	0.67081	0.66517	0.67047	7392	0	3
2023.12.14	04:00:00	0.67053	0.67282	0.66995	0.67174	7210	0	1
2023.12.14	08:00:00	0.67175	0.67262	0.66899	0.67102	9719	0	1
2023.12.14	12:00:00	0.67101	0.67211	0.66862	0.67057	10488	0	0
2023.12.14	16:00:00	0.67056	0.67198	0.66819	0.67119	12502	0	0
2023.12.14	20:00:00	0.67119	0.67119	0.66894	0.66973	5365	0	0
2023.12.15	00:00:00	0.66927	0.67048	0.66918	0.66976	5346	0	3
2023.12.15	04:00:00	0.66974	0.67242	0.66961	0.66973	5236	0	1
2023.12.15	08:00:00	0.66971	0.67227	0.66942	0.67213	7411	0	0
2023.12.15	12:00:00	0.67212	0.67258	0.66631	0.66714	14580	0	1
2023.12.15	16:00:00	0.66714	0.67283	0.66705	0.67094	22706	0	3
2023.12.15	20:00:00	0.67093	0.67171	0.66929	0.67000	11146	0	2
2023.12.18	00:00:00	0.66970	0.67109	0.66928	0.66994	8903	0	4
2023.12.18	04:00:00	0.66994	0.67195	0.66994	0.67126	7200	0	0
2023.12.18	08:00:00	0.67126	0.67352	0.67103	0.67295	10735	0	3
2023.12.18	12:00:00	0.67295	0.67332	0.67138	0.67265	9958	0	3
2023.12.18	16:00:00	0.67265	0.67275	0.66901	0.67028	13484	0	2
2023.12.18	20:00:00	0.67028	0.67064	0.66924	0.67050	5992	0	0
2023.12.19	00:00:00	0.67028	0.67167	0.67004	0.67116	7433	0	4
2023.12.19	04:00:00	0.67115	0.67274	0.67067	0.67173	10172	0	4
2023.12.19	08:00:00	0.67172	0.67327	0.67065	0.67311	11742	0	0
2023.12.19	12:00:00	0.67312	0.67463	0.67269	0.67427	10253	0	3
2023.12.19	16:00:00	0.67427	0.67745	0.67375	0.67613	14551	0	2
2023.12.19	20:00:00	0.67613	0.67646	0.67564	0.67610	6049	0	1
2023.12.20	00:00:00	0.67623	0.67663	0.67482	0.67644	7160	0	4
2023.12.20	04:00:00	0.67644	0.67766	0.67550	0.67694	8225	0	4
2023.12.20	08:00:00	0.67693	0.67770	0.67623	0.67664	11887	0	3
2023.12.20	12:00:00	0.67664	0.67721	0.67572	0.67704	10319	0	3
2023.12.20	16:00:00	0.67705	0.67789	0.67583	0.67664	14800	0	3
2023.12.20	20:00:00	0.67665	0.67694	0.67231	0.67296	12709	0	3
2023.12.21	00:00:00	0.67290	0.67474	0.67149	0.67466	7432	0	4
2023.12.21	04:00:00	0.67466	0.67532	0.67425	0.67518	6322	0	4
2023.12.21	08:00:00	0.67518	0.67526	0.67385	0.67488	9082	0	3
2023.12.21	12:00:00	0.67486	0.67910	0.67400	0.67784	13031	0	3
2023.12.21	16:00:00	0.67783	0.67972	0.67691	0.67802	21239	0	3
2023.12.21	20:00:00	0.67802	0.68029	0.67728	0.68007	9955	0	0
2023.12.22	00:00:00	0.68008	0.68020	0.67889	0.67905	8233	0	4
2023.12.22	04:00:00	0.67905	0.67912	0.67736	0.67749	8184	0	4
2023.12.22	08:00:00	0.67749	0.67980	0.67730	0.67922	10409	0	3
2023.12.22	12:00:00	0.67922	0.68156	0.67893	0.68146	12908	0	3
2023.12.22	16:00:00	0.68146	0.68248	0.67944	0.68046	17648	0	3
2023.12.22	20:00:00	0.68045	0.68074	0.67913	0.67956	8408	0	1
2023.12.25	00:00:00	0.67920	0.67927	0.67792	0.67883	109	0	90
2023.12.26	00:00:00	0.68018	0.68094	0.67870	0.68084	3983	0	0
2023.12.26	04:00:00	0.68084	0.68167	0.68073	0.68149	3502	0	4
2023.12.26	08:00:00	0.68148	0.68175	0.67974	0.67987	5131	0	0
2023.12.26	12:00:00	0.67988	0.68185	0.67983	0.68148	6431	0	0
2023.12.26	16:00:00	0.68148	0.68196	0.68058	0.68136	7430	0	3
2023.12.26	20:00:00	0.68136	0.68267	0.68128	0.68233	5433	0	3
2023.12.27	00:00:00	0.68234	0.68293	0.68153	0.68278	5326	0	4
2023.12.27	04:00:00	0.68277	0.68403	0.68189	0.68281	5971	0	0
2023.12.27	08:00:00	0.68282	0.68377	0.68243	0.68330	7796	0	3
2023.12.27	12:00:00	0.68330	0.68434	0.68273	0.68341	7053	0	1
2023.12.27	16:00:00	0.68339	0.68509	0.68319	0.68451	11326	0	3
2023.12.27	20:00:00	0.68451	0.68515	0.68366	0.68454	7858	0	0
2023.12.28	00:00:00	0.68434	0.68701	0.68389	0.68698	6528	0	4
2023.12.28	04:00:00	0.68698	0.68710	0.68372	0.68462	6484	0	4
2023.12.28	08:00:00	0.68463	0.68534	0.68239	0.68296	9810	0	3
2023.12.28	12:00:00	0.68296	0.68472	0.68259	0.68265	10304	0	3
2023.12.28	16:00:00	0.68265	0.68648	0.68248	0.68460	14972	0	3
2023.12.28	20:00:00	0.68461	0.68461	0.68258	0.68272	8238	0	1
2023.12.29	00:00:00	0.68234	0.68442	0.68225	0.68416	6154	0	3
2023.12.29	04:00:00	0.68413	0.68460	0.68284	0.68427	5926	0	5
2023.12.29	08:00:00	0.68427	0.68458	0.68044	0.68046	7393	0	3
2023.12.29	12:00:00	0.68046	0.68058	0.67822	0.67834	10290	0	3
2023.12.29	16:00:00	0.67834	0.68386	0.67811	0.68350	17233	0	3
2023.12.29	20:00:00	0.68350	0.68350	0.68054	0.68069	8673	0	3
2024.01.02	00:00:00	0.68069	0.68224	0.68051	0.68121	7435	0	6
2024.01.02	04:00:00	0.68121	0.68388	0.68020	0.68383	7902	0	6
2024.01.02	08:00:00	0.68383	0.68386	0.68188	0.68214	12907	0	3
2024.01.02	12:00:00	0.68214	0.68240	0.67772	0.67796	14099	0	3
2024.01.02	16:00:00	0.67797	0.67908	0.67610	0.67731	21347	0	3
2024.01.02	20:00:00	0.67731	0.67736	0.67563	0.67598	8150	0	2
2024.01.03	00:00:00	0.67609	0.67703	0.67518	0.67560	7093	0	6
2024.01.03	04:00:00	0.67560	0.67703	0.67505	0.67641	7988	0	0
2024.01.03	08:00:00	0.67641	0.67699	0.67451	0.67491	12107	0	3
2024.01.03	12:00:00	0.67490	0.67513	0.67120	0.67148	13226	0	3
2024.01.03	16:00:00	0.67151	0.67392	0.67020	0.67201	24095	0	3
2024.01.03	20:00:00	0.67200	0.67373	0.67068	0.67306	15088	0	1
2024.01.04	00:00:00	0.67277	0.67357	0.67103	0.67299	6836	0	3
2024.01.04	04:00:00	0.67299	0.67465	0.67206	0.67395	8332	0	6
2024.01.04	08:00:00	0.67395	0.67597	0.67394	0.67429	13161	0	3
2024.01.04	12:00:00	0.67429	0.67454	0.67089	0.67128	13087	0	3
2024.01.04	16:00:00	0.67128	0.67172	0.66964	0.67028	17520	0	3
2024.01.04	20:00:00	0.67028	0.67073	0.66982	0.67059	7193	0	0
2024.01.05	00:00:00	0.67066	0.67164	0.66990	0.67110	6416	0	3
2024.01.05	04:00:00	0.67110	0.67183	0.66924	0.67031	6729	0	6
2024.01.05	08:00:00	0.67031	0.67092	0.66818	0.66823	11578	0	3
2024.01.05	12:00:00	0.66822	0.66894	0.66404	0.66860	16490	0	3
2024.01.05	16:00:00	0.66866	0.67479	0.66829	0.67142	30429	0	3
2024.01.05	20:00:00	0.67140	0.67268	0.67051	0.67131	9729	0	0
2024.01.08	00:00:00	0.67141	0.67344	0.67092	0.67260	8248	0	0
2024.01.08	04:00:00	0.67260	0.67260	0.66938	0.66997	7789	0	6
2024.01.08	08:00:00	0.66997	0.67148	0.66815	0.66974	12407	0	3
2024.01.08	12:00:00	0.66977	0.66996	0.66773	0.66813	11184	0	3
2024.01.08	16:00:00	0.66813	0.67216	0.66795	0.67121	16795	0	3
2024.01.08	20:00:00	0.67121	0.67229	0.67051	0.67193	6688	0	0
2024.01.09	00:00:00	0.67188	0.67308	0.67030	0.67282	8030	0	6
2024.01.09	04:00:00	0.67282	0.67343	0.67072	0.67085	7782	0	6
2024.01.09	08:00:00	0.67085	0.67135	0.66950	0.67040	11948	0	3
2024.01.09	12:00:00	0.67041	0.67055	0.66877	0.66984	11672	0	3
2024.01.09	16:00:00	0.66984	0.67013	0.66771	0.66866	16279	0	0
2024.01.09	20:00:00	0.66865	0.66921	0.66769	0.66861	8906	0	0
2024.01.10	00:00:00	0.66790	0.67000	0.66782	0.66983	7565	0	2
2024.01.10	04:00:00	0.66982	0.67081	0.66963	0.67036	7375	0	2
2024.01.10	08:00:00	0.67034	0.67112	0.66906	0.67084	11343	0	3
2024.01.10	12:00:00	0.67083	0.67128	0.66951	0.66981	9462	0	3
2024.01.10	16:00:00	0.66981	0.67011	0.66859	0.66963	13924	0	2
2024.01.10	20:00:00	0.66962	0.67036	0.66903	0.66987	8817	0	0
2024.01.11	00:00:00	0.66973	0.67179	0.66862	0.67170	5729	0	0
2024.01.11	04:00:00	0.67171	0.67254	0.67119	0.67184	6419	0	6
2024.01.11	08:00:00	0.67185	0.67245	0.67071	0.67109	8560	0	3
2024.01.11	12:00:00	0.67108	0.67233	0.66617	0.66649	14792	0	1
2024.01.11	16:00:00	0.66651	0.66927	0.66470	0.66556	29443	0	3
2024.01.11	20:00:00	0.66558	0.66908	0.66542	0.66865	11024	0	2
2024.01.12	00:00:00	0.66756	0.67138	0.66704	0.67118	8203	0	6
2024.01.12	04:00:00	0.67118	0.67134	0.66952	0.66959	7751	0	3
2024.01.12	08:00:00	0.66958	0.67112	0.66919	0.66994	11020	0	2
2024.01.12	12:00:00	0.66994	0.67162	0.66779	0.67043	15195	0	3
2024.01.12	16:00:00	0.67044	0.67287	0.66821	0.66864	22399	0	3
2024.01.12	20:00:00	0.66863	0.66947	0.66822	0.66840	7933	0	2
2024.01.15	00:00:00	0.66779	0.66955	0.66716	0.66943	8930	0	6
2024.01.15	04:00:00	0.66943	0.67044	0.66839	0.66841	9347	0	6
2024.01.15	08:00:00	0.66841	0.66878	0.66557	0.66572	10067	0	0
2024.01.15	12:00:00	0.66572	0.66669	0.66517	0.66564	9099	0	3
2024.01.15	16:00:00	0.66565	0.66630	0.66501	0.66595	7375	0	3
2024.01.15	20:00:00	0.66596	0.66607	0.66566	0.66599	1697	0	0
2024.01.16	00:00:00	0.66594	0.66615	0.66187	0.66324	8399	0	0
2024.01.16	04:00:00	0.66324	0.66327	0.66097	0.66120	8229	0	6
2024.01.16	08:00:00	0.66121	0.66330	0.66007	0.66048	13357	0	3
2024.01.16	12:00:00	0.66048	0.66175	0.65953	0.65989	14362	0	0
2024.01.16	16:00:00	0.65986	0.66092	0.65815	0.65820	23987	0	0
2024.01.16	20:00:00	0.65820	0.65887	0.65760	0.65839	8154	0	2
2024.01.17	00:00:00	0.65839	0.65929	0.65772	0.65918	6607	0	5
2024.01.17	04:00:00	0.65919	0.65943	0.65550	0.65600	8739	0	6
2024.01.17	08:00:00	0.65600	0.65618	0.65348	0.65528	14748	0	3
2024.01.17	12:00:00	0.65528	0.65654	0.65396	0.65453	13000	0	3
2024.01.17	16:00:00	0.65454	0.65462	0.65248	0.65395	19353	0	3
2024.01.17	20:00:00	0.65394	0.65520	0.65319	0.65519	8671	0	0
2024.01.18	00:00:00	0.65519	0.65618	0.65251	0.65585	8494	0	2
2024.01.18	04:00:00	0.65585	0.65665	0.65482	0.65567	8988	0	6
2024.01.18	08:00:00	0.65567	0.65676	0.65487	0.65633	11151	0	1
2024.01.18	12:00:00	0.65633	0.65745	0.65435	0.65448	12062	0	0
2024.01.18	16:00:00	0.65447	0.65682	0.65447	0.65569	18171	0	3
2024.01.18	20:00:00	0.65570	0.65744	0.65528	0.65726	7638	0	1
2024.01.19	00:00:00	0.65690	0.65878	0.65552	0.65831	7617	0	6
2024.01.19	04:00:00	0.65828	0.65887	0.65682	0.65708	6979	0	6
2024.01.19	08:00:00	0.65707	0.65987	0.65651	0.65987	10613	0	3
2024.01.19	12:00:00	0.65987	0.66015	0.65879	0.65897	10076	0	3
2024.01.19	16:00:00	0.65899	0.65934	0.65707	0.65909	18421	0	3
2024.01.19	20:00:00	0.65910	0.65986	0.65858	0.65946	7424	0	3
2024.01.22	00:00:00	0.65831	0.66135	0.65821	0.66037	8521	0	5
2024.01.22	04:00:00	0.66038	0.66060	0.65854	0.65882	8674	0	6
2024.01.22	08:00:00	0.65883	0.65946	0.65809	0.65873	12178	0	3
2024.01.22	12:00:00	0.65873	0.65978	0.65839	0.65902	10131	0	3
2024.01.22	16:00:00	0.65902	0.65961	0.65786	0.65845	14496	0	3
2024.01.22	20:00:00	0.65844	0.65844	0.65662	0.65695	8142	0	0
2024.01.23	00:00:00	0.65698	0.65930	0.65621	0.65897	6883	0	6
2024.01.23	04:00:00	0.65897	0.66084	0.65808	0.66072	11992	0	6
2024.01.23	08:00:00	0.66072	0.66123	0.65838	0.65876	11345	0	3
2024.01.23	12:00:00	0.65876	0.65997	0.65755	0.65924	9349	0	3
2024.01.23	16:00:00	0.65924	0.65924	0.65515	0.65589	14154	0	3
2024.01.23	20:00:00	0.65590	0.65800	0.65580	0.65789	5873	0	0
2024.01.24	00:00:00	0.65792	0.65865	0.65735	0.65758	6713	0	3
2024.01.24	04:00:00	0.65758	0.65762	0.65657	0.65739	6975	0	6
2024.01.24	08:00:00	0.65739	0.66092	0.65705	0.66010	11709	0	3
2024.01.24	12:00:00	0.66009	0.66190	0.65923	0.66167	10949	0	0
2024.01.24	16:00:00	0.66166	0.66210	0.65914	0.66069	21030	0	3
2024.01.24	20:00:00	0.66069	0.66079	0.65733	0.65757	10939	0	2
2024.01.25	00:00:00	0.65753	0.65802	0.65659	0.65746	7400	0	6
2024.01.25	04:00:00	0.65744	0.65807	0.65688	0.65735	7264	0	6
2024.01.25	08:00:00	0.65735	0.65880	0.65708	0.65864	9457	0	3
2024.01.25	12:00:00	0.65862	0.66070	0.65749	0.66058	13786	0	3
2024.01.25	16:00:00	0.66058	0.66097	0.65717	0.65773	22010	0	3
2024.01.25	20:00:00	0.65773	0.65869	0.65704	0.65839	9254	0	2
2024.01.26	00:00:00	0.65823	0.65908	0.65760	0.65871	4700	0	6
2024.01.26	04:00:00	0.65872	0.65965	0.65857	0.65923	6271	0	3
2024.01.26	08:00:00	0.65923	0.65924	0.65766	0.65904	9947	0	3
2024.01.26	12:00:00	0.65903	0.66095	0.65875	0.66042	11690	0	3
2024.01.26	16:00:00	0.66042	0.66065	0.65781	0.65807	15525	0	3
2024.01.26	20:00:00	0.65805	0.65846	0.65745	0.65748	5973	0	2
2024.01.29	00:00:00	0.65730	0.65947	0.65695	0.65914	7855	0	6
2024.01.29	04:00:00	0.65914	0.65947	0.65841	0.65885	5951	0	6
2024.01.29	08:00:00	0.65885	0.66039	0.65873	0.66004	8509	0	3
2024.01.29	12:00:00	0.66003	0.66060	0.65947	0.65991	7852	0	1
2024.01.29	16:00:00	0.65991	0.66003	0.65812	0.65914	11067	0	3
2024.01.29	20:00:00	0.65914	0.66156	0.65882	0.66103	7593	0	0
2024.01.30	00:00:00	0.66097	0.66242	0.65926	0.66147	7711	0	5
2024.01.30	04:00:00	0.66147	0.66182	0.66060	0.66157	7662	0	1
2024.01.30	08:00:00	0.66157	0.66168	0.65959	0.66050	11478	0	3
2024.01.30	12:00:00	0.66050	0.66054	0.65845	0.65873	10387	0	3
2024.01.30	16:00:00	0.65873	0.66031	0.65748	0.65921	18933	0	3
2024.01.30	20:00:00	0.65920	0.66058	0.65902	0.66018	8646	0	3
2024.01.31	00:00:00	0.66020	0.66030	0.65708	0.65733	8167	0	5
2024.01.31	04:00:00	0.65733	0.65747	0.65589	0.65661	7913	0	3
2024.01.31	08:00:00	0.65661	0.65906	0.65606	0.65828	10536	0	2
2024.01.31	12:00:00	0.65828	0.65987	0.65743	0.65961	14623	0	3
2024.01.31	16:00:00	0.65961	0.66224	0.65929	0.65951	21275	0	3
2024.01.31	20:00:00	0.65951	0.66184	0.65513	0.65675	32743	0	0
2024.02.01	00:00:00	0.65654	0.65780	0.65593	0.65636	8165	0	6
2024.02.01	04:00:00	0.65635	0.65787	0.65368	0.65377	10003	0	4
2024.02.01	08:00:00	0.65377	0.65433	0.65186	0.65273	12787	0	3
2024.02.01	12:00:00	0.65273	0.65306	0.65080	0.65191	13366	0	0
2024.02.01	16:00:00	0.65191	0.65718	0.65169	0.65673	23503	0	3
2024.02.01	20:00:00	0.65673	0.65746	0.65609	0.65717	10554	0	2
2024.02.02	00:00:00	0.65705	0.65889	0.65660	0.65887	6232	0	6
2024.02.02	04:00:00	0.65888	0.65992	0.65883	0.65934	6579	0	1
2024.02.02	08:00:00	0.65934	0.66038	0.65865	0.66023	9300	0	3
2024.02.02	12:00:00	0.66022	0.66101	0.65406	0.65426	12695	0	0
2024.02.02	16:00:00	0.65426	0.65438	0.65021	0.65074	22192	0	0
2024.02.02	20:00:00	0.65074	0.65194	0.65063	0.65102	8558	0	1
2024.02.05	00:00:00	0.65103	0.65157	0.64858	0.65068	11858	0	6
2024.02.05	04:00:00	0.65067	0.65161	0.64973	0.65154	9098	0	6
2024.02.05	08:00:00	0.65153	0.65200	0.64968	0.64997	10374	0	3
2024.02.05	12:00:00	0.64997	0.65063	0.64853	0.64880	10278	0	3
2024.02.05	16:00:00	0.64881	0.64928	0.64686	0.64858	16244	0	3
2024.02.05	20:00:00	0.64858	0.64904	0.64773	0.64825	6719	0	0
2024.02.06	00:00:00	0.64810	0.64955	0.64777	0.64948	5906	0	6
2024.02.06	04:00:00	0.64948	0.65209	0.64876	0.65099	12138	0	6
2024.02.06	08:00:00	0.65100	0.65179	0.64935	0.64943	9789	0	3
2024.02.06	12:00:00	0.64943	0.65058	0.64870	0.64918	10241	0	3
2024.02.06	16:00:00	0.64917	0.65246	0.64904	0.65216	19908	0	3
2024.02.06	20:00:00	0.65216	0.65248	0.65140	0.65225	10311	0	0
2024.02.07	00:00:00	0.65225	0.65400	0.65186	0.65387	7404	0	3
2024.02.07	04:00:00	0.65387	0.65391	0.65246	0.65294	9024	0	6
2024.02.07	08:00:00	0.65294	0.65373	0.65205	0.65290	10887	0	3
2024.02.07	12:00:00	0.65292	0.65341	0.65169	0.65254	10024	0	3
2024.02.07	16:00:00	0.65253	0.65336	0.65169	0.65192	18209	0	3
2024.02.07	20:00:00	0.65192	0.65261	0.65155	0.65195	7860	0	0
2024.02.08	00:00:00	0.65196	0.65298	0.65114	0.65267	7171	0	6
2024.02.08	04:00:00	0.65267	0.65317	0.65169	0.65207	7184	0	2
2024.02.08	08:00:00	0.65208	0.65251	0.65055	0.65097	9664	0	3
2024.02.08	12:00:00	0.65097	0.65121	0.64816	0.64842	9965	0	3
2024.02.08	16:00:00	0.64840	0.64913	0.64803	0.64893	12875	0	3
2024.02.08	20:00:00	0.64893	0.64976	0.64860	0.64910	8028	0	1
2024.02.09	00:00:00	0.64909	0.64994	0.64871	0.64926	5258	0	1
2024.02.09	04:00:00	0.64926	0.64986	0.64898	0.64925	5044	0	2
2024.02.09	08:00:00	0.64925	0.65126	0.64917	0.65073	7918	0	3
2024.02.09	12:00:00	0.65072	0.65342	0.65044	0.65221	12107	0	3
2024.02.09	16:00:00	0.65221	0.65305	0.65129	0.65182	14407	0	4
2024.02.09	20:00:00	0.65182	0.65264	0.65181	0.65214	4600	0	3
2024.02.12	00:00:00	0.65165	0.65297	0.65044	0.65248	5789	0	3
2024.02.12	04:00:00	0.65247	0.65262	0.65148	0.65185	5614	0	2
2024.02.12	08:00:00	0.65184	0.65310	0.65122	0.65161	7845	0	3
2024.02.12	12:00:00	0.65161	0.65285	0.65147	0.65193	7292	0	4
2024.02.12	16:00:00	0.65193	0.65425	0.65189	0.65422	9816	0	3
2024.02.12	20:00:00	0.65422	0.65428	0.65251	0.65290	5444	0	3
2024.02.13	00:00:00	0.65304	0.65306	0.65191	0.65270	4599	0	2
2024.02.13	04:00:00	0.65271	0.65274	0.65133	0.65160	5467	0	2
2024.02.13	08:00:00	0.65159	0.65234	0.65093	0.65163	8110	0	2
2024.02.13	12:00:00	0.65163	0.65383	0.64639	0.64672	13984	0	4
2024.02.13	16:00:00	0.64672	0.64758	0.64528	0.64557	18966	0	4
2024.02.13	20:00:00	0.64557	0.64572	0.64425	0.64533	8144	0	3
2024.02.14	00:00:00	0.64509	0.64561	0.64460	0.64557	7185	0	2
2024.02.14	04:00:00	0.64557	0.64671	0.64525	0.64667	7409	0	2
2024.02.14	08:00:00	0.64667	0.64806	0.64664	0.64765	11442	0	4
2024.02.14	12:00:00	0.64764	0.64878	0.64718	0.64737	10417	0	3
2024.02.14	16:00:00	0.64737	0.64915	0.64722	0.64907	15696	0	4
2024.02.14	20:00:00	0.64907	0.64953	0.64858	0.64875	8080	0	4
2024.02.15	00:00:00	0.64882	0.65010	0.64772	0.64818	7287	0	2
2024.02.15	04:00:00	0.64818	0.64905	0.64773	0.64874	6255	0	3
2024.02.15	08:00:00	0.64875	0.65006	0.64859	0.64954	9878	0	3
2024.02.15	12:00:00	0.64954	0.65278	0.64948	0.65187	11603	0	3
2024.02.15	16:00:00	0.65187	0.65293	0.65043	0.65098	16781	0	4
2024.02.15	20:00:00	0.65098	0.65252	0.65086	0.65242	7180	0	2
2024.02.16	00:00:00	0.65240	0.65283	0.65068	0.65138	6371	0	2
2024.02.16	04:00:00	0.65138	0.65197	0.65093	0.65181	7515	0	3
2024.02.16	08:00:00	0.65180	0.65290	0.65167	0.65231	9431	0	3
2024.02.16	12:00:00	0.65231	0.65296	0.64963	0.65063	10902	0	4
2024.02.16	16:00:00	0.65063	0.65395	0.64977	0.65393	17214	0	2
2024.02.16	20:00:00	0.65392	0.65445	0.65272	0.65278	7456	0	3
2024.02.19	00:00:00	0.65244	0.65516	0.65244	0.65399	8155	0	7
2024.02.19	04:00:00	0.65399	0.65442	0.65356	0.65425	6667	0	2
2024.02.19	08:00:00	0.65425	0.65473	0.65390	0.65399	8898	0	4
2024.02.19	12:00:00	0.65400	0.65408	0.65358	0.65381	6619	0	2
2024.02.19	16:00:00	0.65382	0.65402	0.65331	0.65368	5082	0	2
2024.02.19	20:00:00	0.65368	0.65408	0.65368	0.65392	3454	0	0
2024.02.20	00:00:00	0.65394	0.65397	0.65244	0.65285	7793	0	6
2024.02.20	04:00:00	0.65286	0.65326	0.65210	0.65297	6290	0	0
2024.02.20	08:00:00	0.65297	0.65543	0.65274	0.65537	9383	0	2
2024.02.20	12:00:00	0.65533	0.65746	0.65486	0.65726	10471	0	2
2024.02.20	16:00:00	0.65726	0.65789	0.65489	0.65550	14243	0	4
2024.02.20	20:00:00	0.65550	0.65554	0.65464	0.65483	7378	0	3
2024.02.21	00:00:00	0.65476	0.65565	0.65437	0.65557	5961	0	3
2024.02.21	04:00:00	0.65557	0.65728	0.65555	0.65688	9894	0	3
2024.02.21	08:00:00	0.65688	0.65693	0.65522	0.65537	10166	0	4
2024.02.21	12:00:00	0.65537	0.65596	0.65488	0.65532	9246	0	4
2024.02.21	16:00:00	0.65531	0.65575	0.65375	0.65407	12013	0	4
2024.02.21	20:00:00	0.65407	0.65521	0.65329	0.65506	11039	0	1
2024.02.22	00:00:00	0.65499	0.65606	0.65461	0.65514	6344	0	4
2024.02.22	04:00:00	0.65514	0.65634	0.65420	0.65604	6493	0	3
2024.02.22	08:00:00	0.65605	0.65948	0.65596	0.65826	13043	0	4
2024.02.22	12:00:00	0.65825	0.65874	0.65511	0.65527	11071	0	4
2024.02.22	16:00:00	0.65527	0.65613	0.65401	0.65509	16172	0	4
2024.02.22	20:00:00	0.65509	0.65578	0.65467	0.65567	7357	0	0
2024.02.23	00:00:00	0.65566	0.65737	0.65489	0.65705	6930	0	3
2024.02.23	04:00:00	0.65706	0.65740	0.65645	0.65673	5896	0	1
